DocID,typeOfMaterial,news_desk,headline,lead_paragraph,word_count,publication_date,person,keywords,glocation,section_name
4fc4a85c45c1498b0dac4e47,Front Page, ," 3-Mile Island Venting Near, Hundreds Leave; Hundreds Near Disabled Nuclear Reactor Leave Before Krypton Release 'Our Security Blanket' Family Staying With Relatives ","MIDDLETOWN, Pa., June 27--Lawyers failed today to persuade a Federal court in Washington to halt tomorrow's scheduled venting of the radioactive gas krypton-85 at the Three Mile Island nuclear reactor, and hundreds of people in central Pennsylvania loaded their children into cars and campers tonight to get away from the area.MIDDLETOWN, Pa., June 27--Lawyers failed today to persuade a Federal court in Washington to halt tomorrow's scheduled venting of the radioactive gas krypton-85 at the Three Mile Island nuclear reactor, and hundreds of people in central Pennsylvania loaded their children into cars and campers tonight to get away from the area. | MIDDLETOWN, Pa., June 27--Lawyers failed today to persuade a Federal court in Washington to halt tomorrow's scheduled venting of the radioactive gas krypton-85 at the Three Mile Island nuclear reactor, and hundreds of people in central Pennsylvania... | Venting of krypton-85 from reactor containment building at 3 Mile Island will begin June 28, and hundreds of people in central Pennsylvania have left or are leaving their homes for as long as it lasts; Gov Dick Thornburgh urges calm; mishap officially described as minor causes 10,000 gallons of radioactive water to spill into Unit 1 containment building, mate of damaged Unit 2; failed legal efforts to halt venting noted; illus; diagram explaining venting process (M) | ",946,28/06/1980, Ben FRANKLIN | , UNITED STATES | ATOMIC ENERGY AND WEAPONS | ELECTRIC LIGHT AND POWER | , UNITED STATES | , 
4fc4a72545c1498b0dabf62f,Article, , Devoted to Sex; Ellis ,"HAVELOCK ELLIS is an exemplary figure in the momentous transition from Victorian culture to modernity. His life and work help us to understand in part how we have come to be what we are. Between 1897 and 1910 he published six volumes under the title ""Studies in the Psychology of Sex"" (a seventh supplementary volume came out belatedly in 1928).HAVELOCK ELLIS is an exemplary figure in the momentous transition from Victorian culture to modernity. His life and work help us to understand in part how we have come to be what we are. Between 1897 and 1910 he published six volumes under the title ""Studies in the Psychology of Sex"" (a seventh supplementary volume came out belatedly in 1928). | HAVELOCK ELLIS is an exemplary figure in the momentous transition from Victorian culture to modernity. His life and work  help us to understand in part how we have come to be what we are. Between 1897 and 1910 he published six volumes under the title... | ",3685,22/06/1980, Steven MARCUS | , , , 
4fc4a39545c1498b0daafbc4,Article, , Television This Week , Television This Week ,8500,06/07/1980, , , , 
4fc4a39c45c1498b0dab03b2,Article, , WORK BEGINS AT 35 ,"Women, like me, after a certain number of years of Fulfilling themselves in domestic necessities, are supposed to leave the seclusion of the lair and re-enter The Greater ...Women, like me, after a certain number of years of Fulfilling themselves in domestic necessities, are supposed to leave the seclusion of the lair and re-enter The Greater ... | Emily Greenspan article on housewives who return to work or enter job market for 1st time after their children have grown; reasons for women over 35 seeking jobs outlined; problems they encounter when returning to jobs noted; illus (L) | ",4556,06/07/1980, Emily Greenspan | , UNITED STATES | LABOR | WOMEN | , UNITED STATES | , 
4fc4a46245c1498b0dab3b5c,Article, , HIGH NOON IN THE BLACK HILLS ,"The fate of five men who ventured into South Dakota's Black Hills--the sacred Paha Sapa of the Lakota Sioux--was scrawled in Ezra Kind's last note: ""All kilt but me."" That small expedition in 1835 was probably ...The fate of five men who ventured into South Dakota's Black Hills--the sacred Paha Sapa of the Lakota Sioux--was scrawled in Ezra Kind's last note: ""All kilt but me."" That small expedition in 1835 was probably ... | Peter Matthiessen article on past and proposed uranium mining around Edgemont in Black Hills of South Dakota and growing opposition to it among Indians, environmentalists and ranchers; discusses Indian land claims, threat to environment posed by each stage of uranium development, and threat to region's water supply; notes Black Hills Alliance's effort to organize opposition; illus (L) | ",4775,13/07/1980, Peter Matthiessen | , URANIUM | , , 
4fc4a76645c1498b0dac0f07,Article,Health, Personal Health ,"ITCH--the very word is enough to start many fingers scratching. For we all itch somewhere for some reason virtually every day of our lives. In winter, dryness is the most common cause of itchy skin.ITCH--the very word is enough to start many fingers scratching. For we all itch somewhere for some reason virtually every day of our lives. In winter, dryness is the most common cause of itchy skin. | ITCH--the very word is enough to start many fingers scratching. For we all itch somewhere for  some reason virtually every day of our lives. In winter, dryness is the most common cause of itchy skin. | Personal Health column advises on treatment for itching caused by bites and skin ailments (M) | ",1321,13/08/1980, Jane Brody | , SKIN | , , 
4fc4a41e45c1498b0dab2598,Article, , The Region; Rockland Reassesses Fluoridation Plans Defendant's Illness Results in Mistrial 2 Accused of Forcing Marijuana on Baby 1 Tons of Hashish Seized in Catskill ,"Frederick Rencore and Kathleen Graser charged, Oswego, NY, with forcing 11-month-old daughter to smoke marijuana (S)Frederick Rencore and Kathleen Graser charged, Oswego, NY, with forcing 11-month-old daughter to smoke marijuana (S) | ",513,21/08/1980, ," NEW YORK STATE | NEW YORK STATE | ROBBERIES AND THEFTS | DRUG ADDICTION, ABUSE AND TRAFFIC | CHILDREN AND YOUTH | CHILD ABUSE | ", NEW YORK STATE | NEW YORK STATE | , 
4fc4a56545c1498b0dab8368,Letter, , Letters; Questions Raised by U.S. Nuclear Strategy Conservation Before Coal Conversion Artists and Lofts Restoring Library Services With Volunteers Re-counting Ghosts A Protest by Amnesty Haitians Need a Helping Hand Ashore Reagan as Mediator ,Natural Resources Defense Council official James Murphy letter on Aug 9 editorial advocating coal conversion as means of meeting electricity demandNatural Resources Defense Council official James Murphy letter on Aug 9 editorial advocating coal conversion as means of meeting electricity demand | ,2042,18/08/1980, W. HYMESJAMES | , NEW YORK CITY | HAITI | NEW YORK STATE | NEW YORK CITY METROPOLITAN AREA | GHOSTS | MOTION PICTURES | PERSONNEL | HOUSING | LIBRARIES AND LIBRARIANS | TELEVISION AND RADIO | PERSONNEL | INTERNATIONAL RELATIONS | COMMUNIST-WESTERN RELATIONS | ELECTRIC LIGHT AND POWER | , NEW YORK CITY | HAITI | NEW YORK STATE | NEW YORK CITY METROPOLITAN AREA | , 
4fc4a82445c1498b0dac4543,Article, , Television This Week ,"Scott, Jeremy: The Two Faces of Robert Just reviewed by Newgate CallendarScott, Jeremy: The Two Faces of Robert Just reviewed by Newgate Callendar | ",8680,07/09/1980, ," THE TWO FACES OF ROBERT JUST | SCOTT, JEREMY | NEW YORK TIMES | SPECIAL SECTIONS | BOOK REVIEWS | ", , 
4fc4a42345c1498b0dab2be6,Letter, ," Letters; Underfunded Women Candidates Debates, Principles and the League Campaign Negatives To Save Our Industry And the Environment A Crucial Flaw In Fed Policy Carter's Key Role in Zimbabwe's Birth Cold-Warrior Bradley Questionable Optimism on Social Security ",Letter from Marcy M Stephens of NYS Common Cause calls for public financing of election campaigns for statewide office; says this would encourage more women to run for office; drawing (S)Letter from Marcy M Stephens of NYS Common Cause calls for public financing of election campaigns for statewide office; says this would encourage more women to run for office; drawing (S) | ,1914,14/10/1980,  | , UNITED STATES | AFGHANISTAN | UNITED STATES | UNITED STATES | ZIMBABWE | UNITED STATES | AIR POLLUTION | SOCIAL SECURITY (US) | PRESIDENTIAL ELECTION OF 1980 | PRESIDENTIAL CANDIDATES AND POST-CONVENTION CAMPAIGN | PRESIDENTIAL ELECTION OF 1980 | ISSUES AND PLATFORMS | CAMPAIGN DEBATES | COMMERCE | CREDIT (GENERAL) | WATER POLLUTION | ECONOMIC CONDITIONS AND TRENDS | ELECTIONS (US) | FINANCES | , UNITED STATES | AFGHANISTAN | UNITED STATES | UNITED STATES | ZIMBABWE | UNITED STATES | , 
4fc4a6f745c1498b0dabf1e8,Front Page, ," Illegal Aliens Are Bypassing Farms For Higher Pay of Jobs in the Cities; A Single, Crucial Decision Illegal Aliens Bypassing Farms for Higher Pay of Jobs in the Cities Underpayments of Workers Found Tips From Displaced Workers Employers Say Screening Difficult An Unspectactular Start Many Reasons for Decline ","CHICAGO--Illegal aliens are increasingly bypassing the nation's farms and ranches, their usual sources of employment, for better-paying jobs in construction, manufacturing and service industries.CHICAGO--Illegal aliens are increasingly bypassing the nation's farms and ranches, their usual sources of employment, for better-paying jobs in construction, manufacturing and service industries. | Immigration and Naturalization Service figures indicate that illegal aliens are increasingly bypassing nation's farms and ranches, their usual sources of employment, for better-paying jobs in construction, manufacturing and service industries (L) | ",3122,10/11/1980,  | , UNITED STATES | UNITED STATES | UNITED STATES | AGRICULTURE AND AGRICULTURAL PRODUCTS | LABOR | LABOR | UNEMPLOYMENT AND JOB MARKET | IMMIGRATION AND EMIGRATION | RANCHES | , UNITED STATES | UNITED STATES | UNITED STATES | , 
4fc49a3545c1498b0da870ae,Article, , Reflections of Alfred Kahn: He Won; Some Battles But Lost the War Alfred Kahn's Inflation Scorecard ,"AFTER two years and a month as President Carter's adviser on inflation, Alfred E. Kahn sub mitted his resignation last week to return to Cornell University in Ithaca, N.Y. The 63-year-old economics professor had made up his mind weeks earlier to leave now, regardless of the election outcome. In fact, the furniture movers arrived at the Kahn home near Capitol Hill last Tuesday, ""a day selected at random."" Mr. Kahn insisted.AFTER two years and a month as President Carter's adviser on inflation, Alfred E. Kahn sub mitted his resignation last week to return to Cornell University in Ithaca, N.Y. The 63-year-old economics professor had made up his mind weeks earlier to leave now, regardless of the election outcome. In fact, the furniture movers arrived at the Kahn home near Capitol Hill last Tuesday, ""a day selected at random."" Mr. Kahn insisted. | AFTER two years and a month as President Carter's adviser on inflation, Alfred E. Kahn sub  mitted his resignation last week to return to Cornell University in Ithaca, N.Y. The 63-year-old economics professor had made up his mind weeks earlier to... | Question-and-answer article with Alfred E Kahn on his role as chairman of Council on Wage and Price Control and role of Carter Adm in handling economy; chart, based on Kahn's own ledger, of his successes and failures in controlling inflation; recently submitted his resignation in order to return to Cornell Univ; his illus (M) | ",2908,09/11/1980, Ralph BLUMENTHAL | , UNITED STATES | ECONOMIC CONDITIONS AND TRENDS | , UNITED STATES | , 
4fc4a89545c1498b0dac5a17,Article, , TELEVISION THIS WEEK; CHANNEL INFORMATION 'One Day at a Time' The Spy Who Loved Me' Subscription TV Highlights 'The Graduate' 'The Desert Fox' Subscription TV Highlights 'The Promise of Love Subscription TV Highlights 'The Deer Hunter' Subscription TV Highlights Subscription TV Highlights 'The Godfather' Subscription TV Highlights 'Free Voices of Labor: The Jewish Anarchists' Subscription TV Highlights , TELEVISION THIS WEEK; CHANNEL INFORMATION 'One Day at a Time' The Spy Who Loved Me' Subscription TV Highlights 'The Graduate' 'The Desert Fox' Subscription TV Highlights 'The Promise of Love Subscription TV Highlights 'The Deer Hunter' Subscription TV Highlights Subscription TV Highlights 'The Godfather' Subscription TV Highlights 'Free Voices of Labor: The Jewish Anarchists' Subscription TV Highlights ,9725,09/11/1980, , , , 
4fc4a5dc45c1498b0daba015,Article, , NEW JERSEY CLEANS UP ITS POLLUTION ACT ,"On April 21, 1980, at 10:54 P.M., a scatter-fire volley of explosions in Elizabeth, N.J., interrupted the night on South Front Street, a grimy port area laden with intertwining petroleum distilleries and a carbonic atmosphere. The disruption was nothing unusual ...On April 21, 1980, at 10:54 P.M., a scatter-fire volley of explosions in Elizabeth, N.J., interrupted the night on South Front Street, a grimy port area laden with intertwining petroleum distilleries and a carbonic atmosphere. The disruption was nothing unusual ... | On April 21, 1980, at 10:54 P.M., a scatter-fire volley of explosions in Elizabeth, N.J., interrupted the night on South  Front Street, a grimy port area laden with intertwining petroleum distilleries and a carbonic atmosphere. The disruption was... | Michael H Brown article on efforts of NJ environmental officials to clean up toxic-waste dumps and chemical spills in state; recalls that within 4 months of date that toxic substances caught fire at Chemical Control Corp, all of deadly contaminations has been removed; illustration; finds that for all its significant new strides NJ remains on environmental critical list and will be for years to come (L) | ",4561,23/11/1980, Michael Brown | , SEWAGE AND INDUSTRIAL WASTES | , , 
